Item Title;Publication Title;Book Series Title;Journal Volume;Journal Issue;Item DOI;Authors;Publication Year;URL;Content Type;Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Challenges of the Present and Future;The Ergonomics of Computer Pointing Devices;;;;10.1007/978-1-4471-0917-4_8;Sarah A. Douglas AB, MS, PhDAnant Kartik Mithal BTech, MS, PhD;1997;http://link.springer.com/chapter/10.1007/978-1-4471-0917-4_8;Chapter;"Challenges of the Present and Future,""The Ergonomics of Computer Pointing Devices"","""","""","""",""10.1007/978-1-4471-0917-4_8"",""Sarah A. Douglas AB, MS, PhDAnant Kartik Mithal BTech, MS, PhD"",""1997"",""http://link.springer.com/chapter/10.1007/978-1-4471-0917-4_8"",""Chapter"""
The MapReduce-based approach to improve the shortest path computation in large-scale road networks: the case of A* algorithm;Journal of Big Data;;5;1;10.1186/s40537-018-0125-8;Wilfried Yves Hamilton AdoniTarik NahhalBrahim AghezzafAbdeltif Elbyed;2018;http://link.springer.com/article/10.1186/s40537-018-0125-8;Article;"The MapReduce-based approach to improve the shortest path computation in large-scale road networks: the case of A* algorithm,""Journal of Big Data"","""",""5"",""1"",""10.1186/s40537-018-0125-8"",""Wilfried Yves Hamilton AdoniTarik NahhalBrahim AghezzafAbdeltif Elbyed"",""2018"",""http://link.springer.com/article/10.1186/s40537-018-0125-8"",""Article"""
Flexible Communication Architecture for Dependable Time-Triggered Systems;Architecting Dependable Systems IV;;;;10.1007/978-3-540-74035-3_14;Christoph HellerJosef SchalkStefan SchneeleMaria SoreaSebastian Voss;2007;http://link.springer.com/chapter/10.1007/978-3-540-74035-3_14;Chapter;"Flexible Communication Architecture for Dependable Time-Triggered Systems,""Architecting Dependable Systems IV"","""","""","""",""10.1007/978-3-540-74035-3_14"",""Christoph HellerJosef SchalkStefan SchneeleMaria SoreaSebastian Voss"",""2007"",""http://link.springer.com/chapter/10.1007/978-3-540-74035-3_14"",""Chapter"""
Sustainable System Infrastructure and Big Bang Evolution: Can Aspects Keep Pace?;ECOOP 2005 - Object-Oriented Programming;;;;10.1007/11531142_11;Celina GibbsChunjian Robin LiuYvonne Coady;2005;http://link.springer.com/chapter/10.1007/11531142_11;Chapter;"Sustainable System Infrastructure and Big Bang Evolution: Can Aspects Keep Pace?,""ECOOP 2005 - Object-Oriented Programming"","""","""","""",""10.1007/11531142_11"",""Celina GibbsChunjian Robin LiuYvonne Coady"",""2005"",""http://link.springer.com/chapter/10.1007/11531142_11"",""Chapter"""
The Locally Nameless Representation;Journal of Automated Reasoning;;49;3;10.1007/s10817-011-9225-2;Arthur Charguéraud;2012;http://link.springer.com/article/10.1007/s10817-011-9225-2;Article;"The Locally Nameless Representation,""Journal of Automated Reasoning"","""",""49"",""3"",""10.1007/s10817-011-9225-2"",""Arthur Charguéraud"",""2012"",""http://link.springer.com/article/10.1007/s10817-011-9225-2"",""Article"""
Validating Timed Models of Deployment Components with Parametric Concurrency;Formal Verification of Object-Oriented Software;;;;10.1007/978-3-642-18070-5_4;Einar Broch JohnsenOlaf OweRudolf SchlatteSilvia Lizeth Tapia Tarifa;2011;http://link.springer.com/chapter/10.1007/978-3-642-18070-5_4;Chapter;"Validating Timed Models of Deployment Components with Parametric Concurrency,""Formal Verification of Object-Oriented Software"","""","""","""",""10.1007/978-3-642-18070-5_4"",""Einar Broch JohnsenOlaf OweRudolf SchlatteSilvia Lizeth Tapia Tarifa"",""2011"",""http://link.springer.com/chapter/10.1007/978-3-642-18070-5_4"",""Chapter"""
Privacy Preserving Classification of ECG Signals in Mobile e-Health Applications;Medical Data Privacy Handbook;;;;10.1007/978-3-319-23633-9_22;Riccardo LazzerettiMauro Barni;2015;http://link.springer.com/chapter/10.1007/978-3-319-23633-9_22;Chapter;"Privacy Preserving Classification of ECG Signals in Mobile e-Health Applications,""Medical Data Privacy Handbook"","""","""","""",""10.1007/978-3-319-23633-9_22"",""Riccardo LazzerettiMauro Barni"",""2015"",""http://link.springer.com/chapter/10.1007/978-3-319-23633-9_22"",""Chapter"""
Load Optimization of E-government System Based on Hiphop-PHP;Multidisciplinary Social Networks Research;;;;10.1007/978-3-662-45071-0_32;Bingyu GeZhiyi FangCe HanLei PuQuan ZhangHong Pei;2014;http://link.springer.com/chapter/10.1007/978-3-662-45071-0_32;Chapter;"Load Optimization of E-government System Based on Hiphop-PHP,""Multidisciplinary Social Networks Research"","""","""","""",""10.1007/978-3-662-45071-0_32"",""Bingyu GeZhiyi FangCe HanLei PuQuan ZhangHong Pei"",""2014"",""http://link.springer.com/chapter/10.1007/978-3-662-45071-0_32"",""Chapter"""
Advances in fractal compression for multimedia applications;Multimedia Systems;;5;4;10.1007/s005300050059;John Kominek;1997;http://link.springer.com/article/10.1007/s005300050059;Article;"Advances in fractal compression for multimedia applications,""Multimedia Systems"","""",""5"",""4"",""10.1007/s005300050059"",""John Kominek"",""1997"",""http://link.springer.com/article/10.1007/s005300050059"",""Article"""
Portability of the Stochastic Parser;Stochastically-Based Semantic Analysis;;;;10.1007/978-1-4615-5255-0_6;Wolfgang MinkerAlex WaibelJoseph Mariani;1999;http://link.springer.com/chapter/10.1007/978-1-4615-5255-0_6;Chapter;"Portability of the Stochastic Parser,""Stochastically-Based Semantic Analysis"","""","""","""",""10.1007/978-1-4615-5255-0_6"",""Wolfgang MinkerAlex WaibelJoseph Mariani"",""1999"",""http://link.springer.com/chapter/10.1007/978-1-4615-5255-0_6"",""Chapter"""
Deciding Regular Expressions (In-)Equivalence in Coq;Relational and Algebraic Methods in Computer Science;;;;10.1007/978-3-642-33314-9_7;Nelma MoreiraDavid PereiraSimão Melo de Sousa;2012;http://link.springer.com/chapter/10.1007/978-3-642-33314-9_7;Chapter;"Deciding Regular Expressions (In-)Equivalence in Coq,""Relational and Algebraic Methods in Computer Science"","""","""","""",""10.1007/978-3-642-33314-9_7"",""Nelma MoreiraDavid PereiraSimão Melo de Sousa"",""2012"",""http://link.springer.com/chapter/10.1007/978-3-642-33314-9_7"",""Chapter"""
Performance Evaluation and Metrics for Perception in Intelligent Manufacturing;Performance Evaluation and Benchmarking of Intelligent Systems;;;;10.1007/978-1-4419-0492-8_12;Roger EastmanTsai HongJane ShiTobias HanningBala MuralikrishnanS. Susan YoungTommy Chang;2009;http://link.springer.com/chapter/10.1007/978-1-4419-0492-8_12;Chapter;"Performance Evaluation and Metrics for Perception in Intelligent Manufacturing,""Performance Evaluation and Benchmarking of Intelligent Systems"","""","""","""",""10.1007/978-1-4419-0492-8_12"",""Roger EastmanTsai HongJane ShiTobias HanningBala MuralikrishnanS. Susan YoungTommy Chang"",""2009"",""http://link.springer.com/chapter/10.1007/978-1-4419-0492-8_12"",""Chapter"""
On the Merge of Factor Canonical Bases;Formal Concept Analysis;;;;10.1007/978-3-540-78137-0_14;Petko ValtchevVincent Duquenne;2008;http://link.springer.com/chapter/10.1007/978-3-540-78137-0_14;Chapter;"On the Merge of Factor Canonical Bases,""Formal Concept Analysis"","""","""","""",""10.1007/978-3-540-78137-0_14"",""Petko ValtchevVincent Duquenne"",""2008"",""http://link.springer.com/chapter/10.1007/978-3-540-78137-0_14"",""Chapter"""
How is Security Testing Done in Agile Teams? A Cross-Case Analysis of Four Software Teams;Agile Processes in Software Engineering and Extreme Programming;;;;10.1007/978-3-319-57633-6_13;Daniela Soares CruzesMichael FeldererTosin Daniel OyetoyanMatthias GanderIrdin Pekaric;2017;http://link.springer.com/chapter/10.1007/978-3-319-57633-6_13;Chapter;"How is Security Testing Done in Agile Teams? A Cross-Case Analysis of Four Software Teams,""Agile Processes in Software Engineering and Extreme Programming"","""","""","""",""10.1007/978-3-319-57633-6_13"",""Daniela Soares CruzesMichael FeldererTosin Daniel OyetoyanMatthias GanderIrdin Pekaric"",""2017"",""http://link.springer.com/chapter/10.1007/978-3-319-57633-6_13"",""Chapter"""
An Integrated Decision-Support Information System on the Impact of Extreme Natural Hazards on Critical Infrastructure;Environmental Software Systems. Computer Science for Environmental Protection;;;;10.1007/978-3-319-89935-0_25;Z. A. SabeurP. MelasK. MeachamR. CorballyD. D’AyalaB. Adey;2017;http://link.springer.com/chapter/10.1007/978-3-319-89935-0_25;Chapter;"An Integrated Decision-Support Information System on the Impact of Extreme Natural Hazards on Critical Infrastructure,""Environmental Software Systems. Computer Science for Environmental Protection"","""","""","""",""10.1007/978-3-319-89935-0_25"",""Z. A. SabeurP. MelasK. MeachamR. CorballyD. D’AyalaB. Adey"",""2017"",""http://link.springer.com/chapter/10.1007/978-3-319-89935-0_25"",""Chapter"""
Performance Monitoring;Pro Ubuntu Server Administration;;;;10.1007/978-1-4302-1623-0_3;;2009;http://link.springer.com/chapter/10.1007/978-1-4302-1623-0_3;Chapter;"Performance Monitoring,""Pro Ubuntu Server Administration"","""","""","""",""10.1007/978-1-4302-1623-0_3"","""",""2009"",""http://link.springer.com/chapter/10.1007/978-1-4302-1623-0_3"",""Chapter"""
Building Web Application Firewalls in High Availability Environments;Web Application Security;;;;10.1007/978-3-642-16120-9_18;Juan Galiana LaraÀngel Puigventós Gracia;2010;http://link.springer.com/chapter/10.1007/978-3-642-16120-9_18;Chapter;"Building Web Application Firewalls in High Availability Environments,""Web Application Security"","""","""","""",""10.1007/978-3-642-16120-9_18"",""Juan Galiana LaraÀngel Puigventós Gracia"",""2010"",""http://link.springer.com/chapter/10.1007/978-3-642-16120-9_18"",""Chapter"""
Automatic Test Generation for Java Card Applets;Java on Smart Cards:Programming and Security;;;;10.1007/3-540-45165-X_10;Hugues MartinLydie du Bousquet;2001;http://link.springer.com/chapter/10.1007/3-540-45165-X_10;Chapter;"Automatic Test Generation for Java Card Applets,""Java on Smart Cards:Programming and Security"","""","""","""",""10.1007/3-540-45165-X_10"",""Hugues MartinLydie du Bousquet"",""2001"",""http://link.springer.com/chapter/10.1007/3-540-45165-X_10"",""Chapter"""
Simulation and Performance Assessment of Poker Agents;Multi-Agent-Based Simulation XIII;;;;10.1007/978-3-642-38859-0_6;Luís Filipe TeófiloRosaldo RossettiLuís Paulo ReisHenrique Lopes CardosoPedro Alves Nogueira;2013;http://link.springer.com/chapter/10.1007/978-3-642-38859-0_6;Chapter;"Simulation and Performance Assessment of Poker Agents,""Multi-Agent-Based Simulation XIII"","""","""","""",""10.1007/978-3-642-38859-0_6"",""Luís Filipe TeófiloRosaldo RossettiLuís Paulo ReisHenrique Lopes CardosoPedro Alves Nogueira"",""2013"",""http://link.springer.com/chapter/10.1007/978-3-642-38859-0_6"",""Chapter"""
Protocol-Based Web Service Composition;Service-Oriented Computing – ICSOC 2008;;;;10.1007/978-3-540-89652-4_7;Ramy Ragab HassenLhouari NourineFarouk Toumani;2008;http://link.springer.com/chapter/10.1007/978-3-540-89652-4_7;Chapter;"Protocol-Based Web Service Composition,""Service-Oriented Computing – ICSOC 2008"","""","""","""",""10.1007/978-3-540-89652-4_7"",""Ramy Ragab HassenLhouari NourineFarouk Toumani"",""2008"",""http://link.springer.com/chapter/10.1007/978-3-540-89652-4_7"",""Chapter"""
Automatic Generation of Self-monitoring MASs from Multiparty Global Session Types in Jason;Declarative Agent Languages and Technologies X;;;;10.1007/978-3-642-37890-4_5;Davide AnconaSophia DrossopoulouViviana Mascardi;2013;http://link.springer.com/chapter/10.1007/978-3-642-37890-4_5;Chapter;"Automatic Generation of Self-monitoring MASs from Multiparty Global Session Types in Jason,""Declarative Agent Languages and Technologies X"","""","""","""",""10.1007/978-3-642-37890-4_5"",""Davide AnconaSophia DrossopoulouViviana Mascardi"",""2013"",""http://link.springer.com/chapter/10.1007/978-3-642-37890-4_5"",""Chapter"""
Collaborative Innovation Tools;New Frontiers in Artificial Intelligence;;;;10.1007/3-540-45548-5_4;John C. Thomas;2001;http://link.springer.com/chapter/10.1007/3-540-45548-5_4;Chapter;"Collaborative Innovation Tools,""New Frontiers in Artificial Intelligence"","""","""","""",""10.1007/3-540-45548-5_4"",""John C. Thomas"",""2001"",""http://link.springer.com/chapter/10.1007/3-540-45548-5_4"",""Chapter"""
SCI Sockets Library;SCI: Scalable Coherent Interface;;;;10.1007/10704208_16;Hermann HellwagnerJosef Weidendorfer;1999;http://link.springer.com/chapter/10.1007/10704208_16;Chapter;"SCI Sockets Library,""SCI: Scalable Coherent Interface"","""","""","""",""10.1007/10704208_16"",""Hermann HellwagnerJosef Weidendorfer"",""1999"",""http://link.springer.com/chapter/10.1007/10704208_16"",""Chapter"""
APIs, Standards, and Databases;Guide to Biometrics;;;;10.1007/978-1-4757-4036-3_13;Ruud M. BolleJonathan H. ConnellSharath PankantiNalini K. RathaAndrew W. Senior;2004;http://link.springer.com/chapter/10.1007/978-1-4757-4036-3_13;Chapter;"APIs, Standards, and Databases,""Guide to Biometrics"","""","""","""",""10.1007/978-1-4757-4036-3_13"",""Ruud M. BolleJonathan H. ConnellSharath PankantiNalini K. RathaAndrew W. Senior"",""2004"",""http://link.springer.com/chapter/10.1007/978-1-4757-4036-3_13"",""Chapter"""
Matching Context Aware Software Testing Design Techniques to ISO/IEC/IEEE 29119;Software Process Improvement and Capability Determination;;;;10.1007/978-3-319-19860-6_4;Santiago MatalongaFelyppe RodriguesGuilherme H. Travassos;2015;http://link.springer.com/chapter/10.1007/978-3-319-19860-6_4;Chapter;"Matching Context Aware Software Testing Design Techniques to ISO/IEC/IEEE 29119,""Software Process Improvement and Capability Determination"","""","""","""",""10.1007/978-3-319-19860-6_4"",""Santiago MatalongaFelyppe RodriguesGuilherme H. Travassos"",""2015"",""http://link.springer.com/chapter/10.1007/978-3-319-19860-6_4"",""Chapter"""
Performance Characteristics of Virtualized Platforms from Applications Perspective;Data Management in Cloud, Grid and P2P Systems;;;;10.1007/978-3-642-32344-7_6;Balwinder SodhiT. V. Prabhakar;2012;http://link.springer.com/chapter/10.1007/978-3-642-32344-7_6;Chapter;"Performance Characteristics of Virtualized Platforms from Applications Perspective,""Data Management in Cloud, Grid and P2P Systems"","""","""","""",""10.1007/978-3-642-32344-7_6"",""Balwinder SodhiT. V. Prabhakar"",""2012"",""http://link.springer.com/chapter/10.1007/978-3-642-32344-7_6"",""Chapter"""
Minemu: The World’s Fastest Taint Tracker;Recent Advances in Intrusion Detection;;;;10.1007/978-3-642-23644-0_1;Erik BosmanAsia SlowinskaHerbert Bos;2011;http://link.springer.com/chapter/10.1007/978-3-642-23644-0_1;Chapter;"Minemu: The World’s Fastest Taint Tracker,""Recent Advances in Intrusion Detection"","""","""","""",""10.1007/978-3-642-23644-0_1"",""Erik BosmanAsia SlowinskaHerbert Bos"",""2011"",""http://link.springer.com/chapter/10.1007/978-3-642-23644-0_1"",""Chapter"""
Evaluation of Image Fusion Performance with Visible Differences;Computer Vision - ECCV 2004;;;;10.1007/978-3-540-24672-5_30;Vladimir PetrovićCostas Xydeas;2004;http://link.springer.com/chapter/10.1007/978-3-540-24672-5_30;Chapter;"Evaluation of Image Fusion Performance with Visible Differences,""Computer Vision - ECCV 2004"","""","""","""",""10.1007/978-3-540-24672-5_30"",""Vladimir PetrovićCostas Xydeas"",""2004"",""http://link.springer.com/chapter/10.1007/978-3-540-24672-5_30"",""Chapter"""
Development and Deployment;Advanced Joomla!;;;;10.1007/978-1-4302-1629-2_14;Dan Rahmel;2013;http://link.springer.com/chapter/10.1007/978-1-4302-1629-2_14;Chapter;"Development and Deployment,""Advanced Joomla!"","""","""","""",""10.1007/978-1-4302-1629-2_14"",""Dan Rahmel"",""2013"",""http://link.springer.com/chapter/10.1007/978-1-4302-1629-2_14"",""Chapter"""
SDL Design and Performance Evaluation of a Mobility Management Technique for 3GPP LTE Systems;SDL 2007: Design for Dependable Systems;;;;10.1007/978-3-540-74984-4_17;Tae-Hyong KimQi-Ping YangSoon-Gi ParkYeun-Seung Shin;2007;http://link.springer.com/chapter/10.1007/978-3-540-74984-4_17;Chapter;"SDL Design and Performance Evaluation of a Mobility Management Technique for 3GPP LTE Systems,""SDL 2007: Design for Dependable Systems"","""","""","""",""10.1007/978-3-540-74984-4_17"",""Tae-Hyong KimQi-Ping YangSoon-Gi ParkYeun-Seung Shin"",""2007"",""http://link.springer.com/chapter/10.1007/978-3-540-74984-4_17"",""Chapter"""
Parallel and Distributed Components with Java;Computational Science and Its Applications – ICCSA 2005;;;;10.1007/11424857_100;Chang-Moon Hyun;2005;http://link.springer.com/chapter/10.1007/11424857_100;Chapter;"Parallel and Distributed Components with Java,""Computational Science and Its Applications – ICCSA 2005"","""","""","""",""10.1007/11424857_100"",""Chang-Moon Hyun"",""2005"",""http://link.springer.com/chapter/10.1007/11424857_100"",""Chapter"""
Select;SQL Server 2005 T-SQL Recipes;;;;10.1007/978-1-4302-0099-4_1;;2006;http://link.springer.com/chapter/10.1007/978-1-4302-0099-4_1;Chapter;"Select,""SQL Server 2005 T-SQL Recipes"","""","""","""",""10.1007/978-1-4302-0099-4_1"","""",""2006"",""http://link.springer.com/chapter/10.1007/978-1-4302-0099-4_1"",""Chapter"""
Bit-coded Regular Expression Parsing;Language and Automata Theory and Applications;;;;10.1007/978-3-642-21254-3_32;Lasse NielsenFritz Henglein;2011;http://link.springer.com/chapter/10.1007/978-3-642-21254-3_32;Chapter;"Bit-coded Regular Expression Parsing,""Language and Automata Theory and Applications"","""","""","""",""10.1007/978-3-642-21254-3_32"",""Lasse NielsenFritz Henglein"",""2011"",""http://link.springer.com/chapter/10.1007/978-3-642-21254-3_32"",""Chapter"""
Easing Communication Means Selection Using Context Information and Semantic Technologies;Ubiquitous Computing and Ambient Intelligence. Context-Awareness and Context-Driven Interaction;;;;10.1007/978-3-319-03176-7_30;Koldo ZabaletaPablo CurielAna B. Lago;2013;http://link.springer.com/chapter/10.1007/978-3-319-03176-7_30;Chapter;"Easing Communication Means Selection Using Context Information and Semantic Technologies,""Ubiquitous Computing and Ambient Intelligence. Context-Awareness and Context-Driven Interaction"","""","""","""",""10.1007/978-3-319-03176-7_30"",""Koldo ZabaletaPablo CurielAna B. Lago"",""2013"",""http://link.springer.com/chapter/10.1007/978-3-319-03176-7_30"",""Chapter"""
StreamIt: A Language for Streaming Applications;Compiler Construction;;;;10.1007/3-540-45937-5_14;William ThiesMichal KarczmarekSaman Amarasinghe;2002;http://link.springer.com/chapter/10.1007/3-540-45937-5_14;Chapter;"StreamIt: A Language for Streaming Applications,""Compiler Construction"","""","""","""",""10.1007/3-540-45937-5_14"",""William ThiesMichal KarczmarekSaman Amarasinghe"",""2002"",""http://link.springer.com/chapter/10.1007/3-540-45937-5_14"",""Chapter"""
WASH Server Pages;Functional and Logic Programming;;;;10.1007/11737414_19;Peter Thiemann;2006;http://link.springer.com/chapter/10.1007/11737414_19;Chapter;"WASH Server Pages,""Functional and Logic Programming"","""","""","""",""10.1007/11737414_19"",""Peter Thiemann"",""2006"",""http://link.springer.com/chapter/10.1007/11737414_19"",""Chapter"""
Parallel Grid Adaptation and Dynamic Load Balancing for a CFD Solver;Recent Advances in Parallel Virtual Machine and Message Passing Interface;;;;10.1007/11557265_62;Christoph TroyerDaniele BaraldiDieter KranzlmüllerHeinz WilkeningJens Volkert;2005;http://link.springer.com/chapter/10.1007/11557265_62;Chapter;"Parallel Grid Adaptation and Dynamic Load Balancing for a CFD Solver,""Recent Advances in Parallel Virtual Machine and Message Passing Interface"","""","""","""",""10.1007/11557265_62"",""Christoph TroyerDaniele BaraldiDieter KranzlmüllerHeinz WilkeningJens Volkert"",""2005"",""http://link.springer.com/chapter/10.1007/11557265_62"",""Chapter"""
Constructing strongly convex approximate hulls with inaccurate primitives;Algorithmica;;9;6;10.1007/BF01190154;Leonidas GuibasDavid SalesinJorge Stolfi;1993;http://link.springer.com/article/10.1007/BF01190154;Article;"Constructing strongly convex approximate hulls with inaccurate primitives,""Algorithmica"","""",""9"",""6"",""10.1007/BF01190154"",""Leonidas GuibasDavid SalesinJorge Stolfi"",""1993"",""http://link.springer.com/article/10.1007/BF01190154"",""Article"""
Plastic Packaging;Microelectronics Packaging Handbook;;;;10.1007/978-1-4615-6037-1_4;Michael G. PechtLuu T. Nguyen;1997;http://link.springer.com/chapter/10.1007/978-1-4615-6037-1_4;Chapter;"Plastic Packaging,""Microelectronics Packaging Handbook"","""","""","""",""10.1007/978-1-4615-6037-1_4"",""Michael G. PechtLuu T. Nguyen"",""1997"",""http://link.springer.com/chapter/10.1007/978-1-4615-6037-1_4"",""Chapter"""
The impact of the medium of instruction: The case of teaching and learning of computer programming;Education and Information Technologies;;16;2;10.1007/s10639-009-9118-8;Wilfred W. F. LauAllan H. K. Yuen;2011;http://link.springer.com/article/10.1007/s10639-009-9118-8;Article;"The impact of the medium of instruction: The case of teaching and learning of computer programming,""Education and Information Technologies"","""",""16"",""2"",""10.1007/s10639-009-9118-8"",""Wilfred W. F. LauAllan H. K. Yuen"",""2011"",""http://link.springer.com/article/10.1007/s10639-009-9118-8"",""Article"""
Advanced Induction Variable Elimination for the Matrix Multiplication Task;Computational Science and Its Applications -- ICCSA 2015;;;;10.1007/978-3-319-21404-7_17;Jerzy Respondek;2015;http://link.springer.com/chapter/10.1007/978-3-319-21404-7_17;Chapter;"Advanced Induction Variable Elimination for the Matrix Multiplication Task,""Computational Science and Its Applications -- ICCSA 2015"","""","""","""",""10.1007/978-3-319-21404-7_17"",""Jerzy Respondek"",""2015"",""http://link.springer.com/chapter/10.1007/978-3-319-21404-7_17"",""Chapter"""
A Synthetic Fraud Data Generation Methodology;Information and Communications Security;;;;10.1007/3-540-36159-6_23;Emilie LundinHåkan KvarnströmErland Jonsson;2002;http://link.springer.com/chapter/10.1007/3-540-36159-6_23;Chapter;"A Synthetic Fraud Data Generation Methodology,""Information and Communications Security"","""","""","""",""10.1007/3-540-36159-6_23"",""Emilie LundinHåkan KvarnströmErland Jonsson"",""2002"",""http://link.springer.com/chapter/10.1007/3-540-36159-6_23"",""Chapter"""
The MERITS Performance Optimization Method;Secrets of the Oracle Database;;;;10.1007/978-1-4302-1953-8_28;Norbert Debes;2009;http://link.springer.com/chapter/10.1007/978-1-4302-1953-8_28;Chapter;"The MERITS Performance Optimization Method,""Secrets of the Oracle Database"","""","""","""",""10.1007/978-1-4302-1953-8_28"",""Norbert Debes"",""2009"",""http://link.springer.com/chapter/10.1007/978-1-4302-1953-8_28"",""Chapter"""
Multilevel and Hybrid Architecture for Device Abstraction and Context Information Management in Smart Home Environments;Ambient Intelligence;;;;10.1007/978-3-642-16917-5_21;Víctor PeláezRoberto GonzálezLuis Ángel San MartínAntonio CamposVanesa Lobato;2010;http://link.springer.com/chapter/10.1007/978-3-642-16917-5_21;Chapter;"Multilevel and Hybrid Architecture for Device Abstraction and Context Information Management in Smart Home Environments,""Ambient Intelligence"","""","""","""",""10.1007/978-3-642-16917-5_21"",""Víctor PeláezRoberto GonzálezLuis Ángel San MartínAntonio CamposVanesa Lobato"",""2010"",""http://link.springer.com/chapter/10.1007/978-3-642-16917-5_21"",""Chapter"""
Applications of Model Reuse When Using Estimation of Distribution Algorithms to Test Concurrent Software;Search Based Software Engineering;;;;10.1007/978-3-642-23716-4_12;Jan StauntonJohn A. Clark;2011;http://link.springer.com/chapter/10.1007/978-3-642-23716-4_12;Chapter;"Applications of Model Reuse When Using Estimation of Distribution Algorithms to Test Concurrent Software,""Search Based Software Engineering"","""","""","""",""10.1007/978-3-642-23716-4_12"",""Jan StauntonJohn A. Clark"",""2011"",""http://link.springer.com/chapter/10.1007/978-3-642-23716-4_12"",""Chapter"""
Interpolation-Based Function Summaries in Bounded Model Checking;Hardware and Software: Verification and Testing;;;;10.1007/978-3-642-34188-5_15;Ondrej SeryGrigory FedyukovichNatasha Sharygina;2012;http://link.springer.com/chapter/10.1007/978-3-642-34188-5_15;Chapter;"Interpolation-Based Function Summaries in Bounded Model Checking,""Hardware and Software: Verification and Testing"","""","""","""",""10.1007/978-3-642-34188-5_15"",""Ondrej SeryGrigory FedyukovichNatasha Sharygina"",""2012"",""http://link.springer.com/chapter/10.1007/978-3-642-34188-5_15"",""Chapter"""
Prototype of High Performance Scalable Advertising Server with Local Memory Storage and Centralised Processing;Information and Communication Technologies;;;;10.1007/978-3-642-32808-4_18;Jakub Marszałkowski;2012;http://link.springer.com/chapter/10.1007/978-3-642-32808-4_18;Chapter;"Prototype of High Performance Scalable Advertising Server with Local Memory Storage and Centralised Processing,""Information and Communication Technologies"","""","""","""",""10.1007/978-3-642-32808-4_18"",""Jakub Marszałkowski"",""2012"",""http://link.springer.com/chapter/10.1007/978-3-642-32808-4_18"",""Chapter"""
The Proposal of Service Delivery Platform Built on Distributed Data Driven Architecture;Management Enabling the Future Internet for Changing Business and New Computing Services;;;;10.1007/978-3-642-04492-2_21;Jianfeng ZhangYuki KishikawaKentaro FujiiYousuke KounoTakayuki NakamuraKazuhide Takahashi;2009;http://link.springer.com/chapter/10.1007/978-3-642-04492-2_21;Chapter;"The Proposal of Service Delivery Platform Built on Distributed Data Driven Architecture,""Management Enabling the Future Internet for Changing Business and New Computing Services"","""","""","""",""10.1007/978-3-642-04492-2_21"",""Jianfeng ZhangYuki KishikawaKentaro FujiiYousuke KounoTakayuki NakamuraKazuhide Takahashi"",""2009"",""http://link.springer.com/chapter/10.1007/978-3-642-04492-2_21"",""Chapter"""
A novel energy efficient and scalable hybrid-mac protocol for massive M2M networks;Cluster Computing;;;;10.1007/s10586-018-1948-y;Pawan Kumar VermaRajesh VermaMohammad Meftah AlrayesArun PrakashRajeev TripathiKshirasagar Naik;2018;http://link.springer.com/article/10.1007/s10586-018-1948-y;Article;"A novel energy efficient and scalable hybrid-mac protocol for massive M2M networks,""Cluster Computing"","""","""","""",""10.1007/s10586-018-1948-y"",""Pawan Kumar VermaRajesh VermaMohammad Meftah AlrayesArun PrakashRajeev TripathiKshirasagar Naik"",""2018"",""http://link.springer.com/article/10.1007/s10586-018-1948-y"",""Article"""
Tracing the evaluation of lazy functional languages: A model and its implementation;Advances in Computing Science — ASIAN'97;;;;10.1007/3-540-63875-X_63;Richard WatsonEric Salzman;1997;http://link.springer.com/chapter/10.1007/3-540-63875-X_63;Chapter;"Tracing the evaluation of lazy functional languages: A model and its implementation,""Advances in Computing Science — ASIAN'97"","""","""","""",""10.1007/3-540-63875-X_63"",""Richard WatsonEric Salzman"",""1997"",""http://link.springer.com/chapter/10.1007/3-540-63875-X_63"",""Chapter"""
ADO Command Strategies;ADO.NET and ADO Examples and Best Practices for VB Programmers;;;;10.1007/978-1-4302-0671-2_5;William R. Vaughn;2002;http://link.springer.com/chapter/10.1007/978-1-4302-0671-2_5;Chapter;"ADO Command Strategies,""ADO.NET and ADO Examples and Best Practices for VB Programmers"","""","""","""",""10.1007/978-1-4302-0671-2_5"",""William R. Vaughn"",""2002"",""http://link.springer.com/chapter/10.1007/978-1-4302-0671-2_5"",""Chapter"""
Painting canvas synthesis;The Visual Computer;;20;5;10.1007/s00371-004-0240-8;Frédéric DragoNorishige Chiba;2004;http://link.springer.com/article/10.1007/s00371-004-0240-8;Article;"Painting canvas synthesis,""The Visual Computer"","""",""20"",""5"",""10.1007/s00371-004-0240-8"",""Frédéric DragoNorishige Chiba"",""2004"",""http://link.springer.com/article/10.1007/s00371-004-0240-8"",""Article"""
Performance analysis of MPI collective operations;Cluster Computing;;10;2;10.1007/s10586-007-0012-0;Jelena Pješivac-GrbovićThara AngskunGeorge BosilcaGraham E. FaggEdgar GabrielJack J. Dongarra;2007;http://link.springer.com/article/10.1007/s10586-007-0012-0;Article;"Performance analysis of MPI collective operations,""Cluster Computing"","""",""10"",""2"",""10.1007/s10586-007-0012-0"",""Jelena Pješivac-GrbovićThara AngskunGeorge BosilcaGraham E. FaggEdgar GabrielJack J. Dongarra"",""2007"",""http://link.springer.com/article/10.1007/s10586-007-0012-0"",""Article"""
